date,housing
2020/4/1,168.3647418
2020/4/2,181.7326298
2020/4/3,207.3458078
2020/4/4,208.1408569
2020/4/5,187.4818114
2020/4/6,246.6710717
2020/4/7,224.3192005
2020/4/8,186.4501901
2020/4/9,234.7266666
2020/4/10,113.5531021
2020/4/11,132.1454464
2020/4/12,158.5598085
2020/4/13,239.6152707
2020/4/14,200.3071909
2020/4/15,170.5087555
2020/4/16,137.6937267
2020/4/17,187.7953228
2020/4/18,159.0785193
2020/4/19,188.8604572
2020/4/20,156.9681646
2020/4/21,161.91172
2020/4/22,165.1305256
2020/4/23,118.6699415
2020/4/24,124.5980786
2020/4/25,228.8496222
2020/4/26,192.9390747
2020/4/27,156.5058358
2020/4/28,209.3834008
2020/4/29,242.1686273
2020/4/30,242.3055025
2020/5/1,239.3034393
2020/5/2,212.8200712
2020/5/3,175.6047807
2020/5/4,221.0495925
2020/5/5,219.801273
2020/5/6,179.4388327
2020/5/7,190.4393147
2020/5/8,124.1713502
2020/5/9,220.507421
2020/5/10,179.5809761
2020/5/11,160.503143
2020/5/12,166.1154763
2020/5/13,180.4245075
2020/5/14,127.3976987
2020/5/15,212.4746773
2020/5/16,246.7850067
2020/5/17,167.3429255
2020/5/18,235.3029874
2020/5/19,135.7698272
2020/5/20,154.6037555
2020/5/21,236.8442872
2020/5/22,142.3469955
2020/5/23,206.8176648
2020/5/24,139.3577274
2020/5/25,153.1774746
2020/5/26,214.691469
2020/5/27,150.6923947
2020/5/28,218.9275743
2020/5/29,209.8624957
2020/5/30,245.3682828
2020/5/31,173.2611145
2020/6/1,192.0815337
2020/6/2,195.238303
2020/6/3,211.3272017
2020/6/4,200.9472054
2020/6/5,120.3279881
2020/6/6,177.8018164
2020/6/7,162.5932769
2020/6/8,231.9847156
2020/6/9,110.1336426
2020/6/10,208.2434034
2020/6/11,154.4092683
2020/6/12,220.8681971
2020/6/13,241.4092004
2020/6/14,176.2568526
2020/6/15,205.4987126
2020/6/16,157.8594246
2020/6/17,167.1057297
2020/6/18,232.1682661
2020/6/19,205.4852582
2020/6/20,248.6401058
2020/6/21,242.8089231
2020/6/22,239.5802727
2020/6/23,172.8413026
2020/6/24,230.4981009
2020/6/25,239.1572841
2020/6/26,137.650866
2020/6/27,161.4195555
2020/6/28,208.5956954
2020/6/29,229.4972594
2020/6/30,209.4053583
2020/7/1,116.7281194
2020/7/2,111.3993587
2020/7/3,153.6291155
2020/7/4,237.4595673
2020/7/5,180.3903945
2020/7/6,144.3669753
2020/7/7,168.6145758
2020/7/8,152.4239214
2020/7/9,239.0251941
2020/7/10,169.5654861
2020/7/11,111.7608773
2020/7/12,180.2878797
2020/7/13,132.00808
2020/7/14,226.0524687
2020/7/15,115.8102676
2020/7/16,141.2352657
2020/7/17,155.3368238
2020/7/18,158.0793152
2020/7/19,221.6579525
2020/7/20,158.901026
2020/7/21,194.445641
2020/7/22,194.070423
2020/7/23,128.2256458
2020/7/24,205.1565079
2020/7/25,209.1931116
2020/7/26,126.4748327
2020/7/27,197.4989423
2020/7/28,148.9231289
2020/7/29,112.3610688
2020/7/30,163.1400233
2020/7/31,212.8800224
2020/8/1,205.8429466
2020/8/2,239.9197732
2020/8/3,244.9415812
2020/8/4,203.3560217
2020/8/5,138.1080395
2020/8/6,145.7817724
2020/8/7,161.4736694
2020/8/8,246.9833208
2020/8/9,201.2633594
2020/8/10,209.3641611
2020/8/11,181.4086627
2020/8/12,234.1950034
2020/8/13,230.2345841
2020/8/14,176.0758917
2020/8/15,153.2963554
2020/8/16,213.6737719
2020/8/17,224.279583
2020/8/18,211.0874693
2020/8/19,210.8201354
2020/8/20,180.5910564
2020/8/21,247.5555402
2020/8/22,176.3872325
2020/8/23,150.2492703
2020/8/24,223.2389894
2020/8/25,166.2058263
2020/8/26,185.8768915
2020/8/27,155.2432957
2020/8/28,190.0074927
2020/8/29,203.0792272
2020/8/30,210.9111377
2020/8/31,183.8480301
2020/9/1,189.713312
2020/9/2,173.4584493
2020/9/3,118.4705635
2020/9/4,232.2549855
2020/9/5,189.6919971
2020/9/6,202.022525
2020/9/7,172.2720208
2020/9/8,231.8867103
2020/9/9,119.7801947
2020/9/10,246.0183703
2020/9/11,149.1177955
2020/9/12,127.6251999
2020/9/13,205.2085945
2020/9/14,133.9868536
2020/9/15,171.2189407
2020/9/16,191.2167775
2020/9/17,120.5141764
2020/9/18,119.8388286
2020/9/19,126.0420041
2020/9/20,113.3754437
2020/9/21,196.8612375
2020/9/22,133.546326
2020/9/23,179.2520985
2020/9/24,195.2400022
2020/9/25,129.5972855
2020/9/26,222.4773566
2020/9/27,172.2001781
2020/9/28,111.4848734
2020/9/29,209.5207885
2020/9/30,216.2646872
2020/10/1,243.2896408
2020/10/2,173.6857624
2020/10/3,233.4307777
2020/10/4,146.4220006
2020/10/5,226.1214338
2020/10/6,124.5685591
2020/10/7,225.9550392
2020/10/8,134.7881833
2020/10/9,203.1710803
2020/10/10,110.8936673
2020/10/11,228.8542752
2020/10/12,111.240895
2020/10/13,242.3947774
2020/10/14,219.821718
2020/10/15,215.6720393
2020/10/16,190.1883845
2020/10/17,116.8469757
2020/10/18,188.085817
2020/10/19,232.2072262
2020/10/20,135.7465907
2020/10/21,205.3584446
2020/10/22,240.3514529
2020/10/23,202.7749083
2020/10/24,239.7528823
2020/10/25,230.9789013
2020/10/26,183.609664
2020/10/27,155.8109016
2020/10/28,245.6295021
2020/10/29,215.8951542
2020/10/30,239.2052365
2020/10/31,206.6371136
2020/11/1,149.0031741
2020/11/2,214.0910617
2020/11/3,245.8459596
2020/11/4,121.6800845
2020/11/5,152.0032029
2020/11/6,182.208964
2020/11/7,124.0680512
2020/11/8,207.3826699
2020/11/9,192.2692861
2020/11/10,221.745359
2020/11/11,234.5676372
2020/11/12,122.6444527
2020/11/13,237.5941053
2020/11/14,192.1654954
2020/11/15,141.2436446
2020/11/16,138.8257676
2020/11/17,202.7295474
2020/11/18,145.7759629
2020/11/19,198.7150202
2020/11/20,170.0591039
2020/11/21,115.2872814
2020/11/22,228.2470997
2020/11/23,144.9503935
2020/11/24,178.182777
2020/11/25,135.9897422
2020/11/26,136.0366084
2020/11/27,184.4365602
2020/11/28,161.2532307
2020/11/29,155.2948791
2020/11/30,114.9963176
2020/12/1,120.4715011
2020/12/2,165.8183854
2020/12/3,170.3178965
2020/12/4,200.0615858
2020/12/5,133.0024153
2020/12/6,188.9139826
2020/12/7,118.922645
2020/12/8,213.3485584
2020/12/9,171.3187664
2020/12/10,181.16631
2020/12/11,224.0614585
2020/12/12,222.1122923
2020/12/13,151.3869168
2020/12/14,240.4516102
2020/12/15,232.5691873
2020/12/16,123.612383
2020/12/17,224.8828838
2020/12/18,145.4468929
2020/12/19,175.4338886
2020/12/20,165.5712212
2020/12/21,242.5146541
2020/12/22,118.324908
2020/12/23,146.3572369
2020/12/24,178.9678348
2020/12/25,245.7400116
2020/12/26,196.7129029
2020/12/27,173.9557563
2020/12/28,191.8436155
2020/12/29,175.0994325
2020/12/30,240.9297166
2020/12/31,248.6214787
